name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Elfenland,"Use elf transportation (dragon, cloud, raft, unicorn...) to visit the most cities.",Alan R. Moon,"Doris Matthäus, Alan R. Moon",AMIGO + 6 more,2,6,60,60,60.0,10,2.15,8800,2300,Family,"Fantasy, Travel","Hand Management, Network and Route Building, Open Drafting, Point to Point Movement","Creatures: Dragons, Creatures: Fairies / Elves / Pixies, Creatures: Trolls, Creatures: Unicorns, Digital Implementations: Board Game Arena, Game: Elfenroads",1998,6.7
Ra,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,Reiner Knizia,"Allison Kline, Gahyun Lee, Ian O'Toole, Tiago Sousa, Franz Vohwinkel","alea, Ravensburger + 14 more",2,5,45,60,52.5,12,2.34,24000,6100,Strategy,"Ancient, Mythology","Auction: Once Around, Auction/Bidding, Closed Economy Auction, Constrained Bidding, Hidden Victory Points, + 2 more","Country: Egypt, Crowdfunding: Gamefound, Digital Implementations: Triqqy, Game: Ra, Misc: LongPack Games, Mythology: Egyptian, + 3 more",1999,7.6
CATAN,Collect and trade resources to build up the island of Catan in this modern classic.,Klaus Teuber,"Volkan Baga, Tanja Donner, Pete Fenlon, Jason Hawkins + 9 more",KOSMOS + 47 more,3,4,60,120,90.0,10,2.3,123000,21000,"Family,  Strategy","Economic, Negotiation","Chaining, Dice Rolling, Hexagon Grid, Income, Modular Board, + 6 more","Animals: Sheep, Components: Hexagonal Tiles, Components: Wooden pieces & boards, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Game: Catan, + 4 more",1995,7.1
Cosmic Encounter,Take on a unique alien race with a special power in an abstract battle for the galaxy,"Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka","John Blanche, Chris Ferguson, Anders Jeppsson, Dean Morrissey + 2 more",Eon + 7 more,2,6,90,90,90.0,12,2.37,4000,1700,"Strategy,  Thematic","Bluffing, Negotiation, Science Fiction","Alliances, Hand Management, Negotiation, Variable Player Powers","Admin: Better Description Needed!, Creatures: Aliens / Extraterrestrials, Digital Implementations: VASSAL, Game: Cosmic Encounter",1977,6.9
MarraCash,Buy up market stands and attract tourists to make the most money.,Stefan Dorra,"Marion Pott, Oliver Vogel",KOSMOS,3,4,60,60,60.0,12,2.16,1100,409,Strategy,Economic,Auction/Bidding,"Admin: Better Description Needed!, Cities: Marrakech (Morocco), Country: Morocco",1996,6.9
Basari,Barter your way to victory in a clever game of uneven trades.,Reinhard Staupe,"John Kovalic, Lüders & Baran, Stefan Theurer","F.X. Schmid, New Games Order, LLC, Out of the Box Publishing",3,4,25,25,25.0,10,1.85,1700,680,"Family,  Strategy",Negotiation,"Roll / Spin and Move, Set Collection, Simultaneous Action Selection","Components: Gems/Crystals, Misc: Mensa Select, Occupation: Merchant",1998,6.8
RoboRally,Use pre-programmed movement cards to race your robot around a hazardous factory.,Richard Garfield,"Peter Bergting, Bob Carasca, Phil Foglio, Daniel Gelon + 4 more",Wizards of the Coast + 6 more,2,8,45,120,82.5,12,2.43,24000,5700,"Strategy,  Thematic","Maze, Miniatures, Racing, Science Fiction","Action Queue, Bias, Grid Movement, Lose a Turn, Modular Board, + 4 more","Components: 12 x 12 Grids, Components: Miniatures, Components: Sand Timers, Theme: Robots, Theme: Sci-Fi Sports",1994,7.1
Full Metal Planète,Use metal figures to strip-mine the planet for all it's worth.,"Gérard Delfanti, Gérard Mathieu, Pascal Trigaux",Pascal Trigaux,Ludodélire,2,4,90,90,90.0,12,3.14,765,225,Strategy,"Miniatures, Science Fiction","Action Points, Real-Time","Admin: Better Description Needed!, Components: Miniatures, Components: Rocks/Stones, Theme: Mining",1988,7.5
Wacky Wacky West,Tear up rival buildings and vote on the fate of outhouses to rebuild the town!,Klaus Teuber,"Chris McGloughlin, Franz Vohwinkel","Hans im Glück, Mayfair Games",2,4,30,45,37.5,9,1.82,1900,656,Family,"American West, Bluffing, City Building","Tile Placement, Voting",,1991,6.3
Button Men,"Roll dice, exploit weaknesses, and beat people up.",James Ernest,"Pete Abrams, Gerald Brom, Larry Elmore, Phil Foglio + 8 more",Cheapass Games + 7 more,2,2,5,5,5.0,10,1.52,824,422,Customizable,"Collectible Components, Dice, Fighting, Print & Play","Dice Rolling, Push Your Luck","Admin: Better Description Needed!, Components: Polyhedral (not D6) dice, Creatures: Vampires, Digital Implementations: TableTop Simulator Mod…, Players: Two Player Only Games",1999,6.4
