name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Dark World,Equip powerful weapons to conquer the 3D dungeon and destroy the evil sorcerer.,Eàmon Bloomfield,Chris Baker,"AS Company, Canada Games Company Lmt., Crown & Andrews Ltd., Diset S. A. + 6 more",2.0,5.0,90.0,90.0,90.0,10.0,1.91,836,354,Thematic,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Dice Rolling, Grid Movement","Admin: Better Description Needed!, Category: Dungeon Crawler, Components: 3-Dimensional (3D), Setting: Das Schwarze Auge",1991,5.4
Buffalo Chess,Add a Brief Description,Alex Randolph,"Wanjin Gill, Dahee Lee, Lisa Plangger","Action GT, BHS Games, GP Games, Lakeside + 8 more",2.0,2.0,30.0,30.0,30.0,8.0,1.62,363,116,Abstract,"Abstract Strategy, American West, Children's Game",Grid Movement,"Theme: Native Americans / First Peoples, + 6 more",1975,6.1
Arkham Horror,Investigate eldritch mysteries and battle Cthulhu Mythos horrors.,"Charlie Krank, Richard Launius, Sandy Petersen, Lynn Willis",Tom Sullivan,"Chaosium, Descartes Editeur, Hobby Japan",1.0,8.0,180.0,180.0,180.0,12.0,2.41,565,192,Thematic,"Adventure, Horror, Novel-based","Cooperative Game, Role Playing, Variable Player Powers","Components: Standees, Game: Arkham Horror, Theme: Cthulhu Mythos",1987,6.6
Federation & Empire,Advanced strategic warfare in the Star Trek/Star Fleet Battles universe.,Stephen V. Cole,"William H. Keith, Jr., David Martin (II)","Amarillo Design Bureau, Inc., Task Force Games",2.0,8.0,300.0,300.0,300.0,12.0,4.4,419,221,Wargames,"Science Fiction, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation","Components: Map (Interplanetary or Interstellar…, Game: Federation & Empire, Setting: Star Fleet Universe, TV Shows: Star Trek (various)",1986,6.4
Dragon Masters,Add a Brief Description,Ian Livingstone,Christos Achilleos,Games Workshop Ltd.,2.0,4.0,120.0,120.0,120.0,12.0,2.09,151,67,Wargames,"Fantasy, Wargame",,"Creatures: Dragons, Setting: Warhammer Fantasy Board Games",1991,5.8
Runes,Deduce your opponents' word by guessing each piece of the letters the words contain.,"Bill Eberle, Jack Kittredge, Peter Olotka","Linda Bound, Franz-Josef Schulte",Eon + 1 more,2.0,4.0,30.0,30.0,30.0,10.0,1.9,101,42,Uncategorized,"Deduction, Word Game",Deduction,,1981,6.1
Darkover,"Warped gameplay from Cosmic Encounter's team, based on Marion Zimmer Bradley books.","Bill Eberle, Jack Kittredge, Peter Olotka",Hannah M. G. Shapero,Eon,2.0,4.0,60.0,60.0,60.0,12.0,2.44,111,62,"Strategy,  Thematic","Bluffing, Fantasy, Novel-based","Area Majority / Influence, Area Movement, Events, Open Drafting, Paper-and-Pencil, + 4 more","Admin: Better Description Needed!, Components: 3-Dimensional (3D), Theme: Psychic Powers",1979,5.3
Borderlands,"Barbarian leaders of the far-future deal in diplomacy, treachery, and development.","Bill Eberle, Jack Kittredge, Peter Olotka","Frank Frazetta, Dean Morrissey","Edition Spielkunst, Eon, Tsukuda Hobby, Welt der Spiele",2.0,4.0,120.0,120.0,120.0,12.0,2.78,278,174,"Thematic,  Wargames","Bluffing, Civilization, Fantasy, Negotiation, Political","Area Movement, Random Production, Simulation, Trading",Digital Implementations: VASSAL,1982,6.7
Can't Stop,Roll dice to claim three columns. Risk everything earned this turn with each roll.,Sid Sackson,"Klemens Franz, Heiko Günther, Gabriel Laulunen (II), Ronan Le Maître + 4 more",Parker Brothers + 21 more,2.0,4.0,30.0,30.0,30.0,9.0,1.15,18000,4400,Family,"Dice, Racing","Dice Rolling, Push Your Luck, Race","Digital Implementations: Board Game Arena, Digital Implementations: BrettspielWelt",1980,6.9
Dark Tower,"Hunt for the keys, raise an army and storm the tower to victory.","Roger Burten, Alan Coleman, Vincent A. A. J. Erato",Bob Pepper,Milton Bradley,1.0,4.0,90.0,90.0,90.0,10.0,1.81,1400,628,Thematic,"Adventure, Electronic, Exploration, Fantasy, Fighting","Area Movement, Push Your Luck","Components: 3-Dimensional (3D), Components: Miniatures, Creatures: Dragons",1981,6.9
Tigris & Euphrates,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,Reiner Knizia,"Bascu, Christine Conrad, Doris Matthäus, Tom Thiel + 2 more",Hans im Glück + 17 more,2.0,4.0,90.0,90.0,90.0,12.0,3.5,28000,7000,Strategy,"Abstract Strategy, Ancient, Civilization, Territory Building","Area Majority / Influence, Connections, Hand Management, Hidden Victory Points, Highest-Lowest Scoring, + 4 more","Ancient: Babylon, Ancient: Mesopotamia, Components: Map (Regional scale), Components: Wooden pieces & boards, Country: Iraq, Country: Syria, + 8 more",1997,7.7
Airlines,Add a Brief Description,Alan R. Moon,Christian Schütte,ABACUSSPIELE,2.0,6.0,90.0,90.0,90.0,12.0,2.42,374,128,Strategy,"Aviation / Flight, Economic","Investment, Network and Route Building, Stock Holding",,1990,6.6
David & Goliath,"Trick-taker where the strongest may win, but the smallest can get the best card.",Reinhard Staupe,"Alexander Bradley, Oliver Freudenreich","Berliner Spielkarten, Pegasus Spiele, Playroom Entertainment, Wargames Club Publishing",3.0,6.0,60.0,60.0,60.0,8.0,1.62,1700,681,Family,Card Game,Trick-taking,"Animals: Mice, Religious: The Bible",1997,6.5
Medici,Rival merchant families seek profitable markets in 16th century Florence.,Reiner Knizia,"David Cherry, Vincent Dutrait, Dominique Ehrhard, Jun Suemi, Franz Vohwinkel",AMIGO + 9 more,2.0,6.0,60.0,60.0,60.0,10.0,2.25,8100,2400,Strategy,Renaissance,"Auction: Once Around, Auction/Bidding, Income, Push Your Luck, Set Collection, Victory Points as a Resource","Cities: Florence (Tuscany, Italy), Components: Wooden pieces & boards, Country: Italy, Crowdfunding: Kickstarter, Misc: LongPack Games, Occupation: Merchant, + 1 more",1995,7.2
Chinatown,Negotiate and build the most successful business in all of Chinatown!,Karsten Hartwig,"Mathieu Leyssenne, Franz Vohwinkel","alea, Ravensburger + 7 more",3.0,5.0,60.0,60.0,60.0,12.0,2.25,11000,2800,Strategy,"City Building, Economic, Negotiation","Enclosure, Income, Investment, Negotiation, Set Collection, + 3 more","Cities: New York (New York, USA), Decades: The 1960's, Occupation: Architect, Series: Alea Big Box, Series: Filosofia Reprints",1999,7.4
Krieg und Frieden,Add a Brief Description,Gerard Mulder,Franz Vohwinkel,"999 Games, La Tana dei Goblin, TM Spiele",2.0,4.0,90.0,90.0,90.0,12.0,2.46,738,257,Strategy,"Medieval, Political",Auction/Bidding,,1999,6.1
Mamma Mia!,Load the pizza oven with topping after topping. Use your memory to fill the orders.,Uwe Rosenberg,Franz Vohwinkel,ABACUSSPIELE + 15 more,2.0,5.0,30.0,30.0,30.0,10.0,1.36,6200,1500,Family,"Card Game, Memory","Hand Management, Memory","Food & Drink: Pizza, Game: Mamma Mia!, Theme: Food / Cooking",1998,6.5
Lost Cities,"Set out on expeditions, but will your findings outweigh the cost of each adventure?",Reiner Knizia,"Vincent Dutrait, Michaela Kienle, Anke Pohl, Thilo Rick + 2 more",KOSMOS + 23 more,2.0,2.0,30.0,30.0,30.0,10.0,1.48,45000,10000,Family,"Card Game, Exploration, Math","Hand Management, Melding and Splaying, Ordering, Push Your Luck, Score-and-Reset Game, Set Collection","Card Games: Draw and Discard, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Digital Implementations: Triqqy, Game: Lost Cities, Players: Two Player Only Games, + 2 more",1999,7.2
Perudo,"Roll dice, take a chance, and bluff your way to victory in this game of luck!",Richard Borg,"Rita Åse, Bildgården AB, Design Edge, H.P. Hoff + 4 more","(Public Domain), Endless Games (I), F.X. Schmid, Milton Bradley + 42 more",2.0,6.0,15.0,30.0,22.5,8.0,1.26,15000,4000,"Family,  Party","Children's Game, Movies / TV / Radio theme, Party Game","Betting and Bluffing, Dice Rolling, Player Elimination","Brands: Disney, Components: Dice Cup / Dice Tower / Dice Tray, Components: Dice with Icons, Containers: Drawstring Bag, Digital Implementations: Board Game Arena, Digital Implementations: Tabletopia, + 4 more",1800,6.9
Ricochet Robots,Be the first to solve a spatial puzzle using hard-controlled robots to win!,Alex Randolph,Franz Vohwinkel,Hans im Glück + 11 more,1.0,99.0,30.0,30.0,30.0,10.0,2.39,9000,2000,Abstract,"Abstract Strategy, Maze, Puzzle, Real-time","Grid Movement, Modular Board, Real-Time, Square Grid, Turn Order: Stat-Based, Variable Set-up","Components: 16 x 16 Grids, Components: Sand Timers, Players: Games with Solitaire Rules, Theme: Robots",1999,7.0
Mighty Empires,Add a Brief Description,"Rick Priestley, Nigel Stillman","Tony Ackland, Albrecht Altdorfer, Dave Andrews, Chris Baker + 7 more",Games Workshop Ltd.,2.0,3.0,300.0,300.0,300.0,14.0,2.61,525,199,Wargames,"Fantasy, Territory Building, Wargame",Hexagon Grid,Setting: Warhammer Fantasy Wargames,1990,6.2
Brauerei,Grow your brewery from a local favorite to a seller of national award-winning beers!,Valentin Herman,,Fanfor-Verlag,3.0,6.0,,,,14.0,2.5,38,11,Uncategorized,Economic,,Food & Drink: Beer,1996,6.0
Sophie's World,Add a Brief Description,"Ken Howard, Robert Hyde",Sarah Perkins,"KOSMOS, Orion, Pontaccio, Sophisticated Games",2.0,6.0,60.0,90.0,75.0,12.0,1.5,97,37,Uncategorized,"Novel-based, Trivia",Dice Rolling,Admin: Better Description Needed!,1998,4.9
Schoko & Co.,Add a Brief Description,"Yves Hirschfeld, Gilles Monnet",(Uncredited),Schmidt Spiele,2.0,4.0,180.0,180.0,180.0,13.0,2.92,427,142,Strategy,Economic,"Auction/Bidding, Commodity Speculation",Food & Drink: Chocolate,1987,6.7
Tikal,"Strategically create pathways through jungle, collect treasure, and excavate temples.","Michael Kiesling, Wolfgang Kramer","Mariusz Gandzel, Paul Mafayon, Christophe Swal, Franz Vohwinkel","Ravensburger, Super Meeple + 13 more",2.0,4.0,90.0,90.0,90.0,10.0,2.78,20000,4500,Strategy,"Exploration, Territory Building","Action Points, Area Majority / Influence, Auction/Bidding, Grid Movement, Hexagon Grid, + 6 more","Country: Guatemala, Crowdfunding: Spieleschmiede, Promotional: Promo Board Games, Series: The Mask Trilogy (Kramer / Kiesling), Theme: Archaeology / Paleontology, Theme: Mayans, + 2 more",1999,7.3
Kings & Things,Player-kings control armies made up of various things in this abstracted combat game.,"Doug Kaufman, Robert J. Kuntz, Tom Wham","Ray-Mel Cornelius, Charles Elliot (I), Loring Eutemey, Martin Hoffmann + 7 more","Games Workshop Ltd., West End Games, Z-Man Games + 2 more",2.0,4.0,60.0,180.0,120.0,12.0,2.64,1700,647,Thematic,"Bluffing, Exploration, Fantasy, Humor, Territory Building, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Events, Hexagon Grid, + 2 more","Admin: Better Description Needed!, Animals: Birds, Animals: Camels, Animals: Dinosaurs, Animals: Elephants, Animals: Insects, + 13 more",1986,6.5
Giganten,Oil entrepreneurs buy and sell their black gold and try to become the top Gigant!,Wilko Manz,Franz Vohwinkel,KOSMOS,3.0,4.0,90.0,90.0,90.0,10.0,2.57,1400,445,Strategy,"Economic, Exploration, Industry / Manufacturing","Auction/Bidding, Commodity Speculation, Multi-Use Cards","Admin: Better Description Needed!, Theme: Oil / Gas / Petroleum, Theme: Trucks",1999,6.7
Fossil,Add a Brief Description,Klaus Palesch,Franz Vohwinkel,"Goldsieber Spiele, Rio Grande Games",2.0,6.0,40.0,40.0,40.0,10.0,1.75,677,261,Abstract,Ancient,Set Collection,Components: 9 x 9 Grids,1998,5.4
Curse of the Mummy's Tomb,Add a Brief Description,Stephen Hand,"Dave Andrews, Gary Chalk, Trish Morrison, Aly Morrison, James Warhola","Games Workshop Ltd., Sfera",1.0,4.0,120.0,120.0,120.0,12.0,1.85,352,148,Thematic,"Adventure, Ancient, Horror",Action Queue,"Components: 3-Dimensional (3D), Country: Egypt, Creatures: Mummies",1988,5.3
Vinci,Control one civilization after another to expand quickly throughout the land.,Philippe Keyaerts,Cyril Saint Blancat,Descartes Editeur,3.0,6.0,120.0,120.0,120.0,14.0,2.78,4000,1400,Strategy,"Ancient, Civilization, Territory Building","Area Majority / Influence, Area Movement, Increase Value of Unchosen Resources, Network and Route Building, Race, + 5 more",Digital Implementations: Yucata,1999,7.1
Samurai: Game of Politics and Warfare in Feudal Japan,Which player 'Shogun' will rule feudal Japan in the 12th to 17th centuries?,Dan Campagna,"Steve Burnett, Arnold Hendrick","The Avalon Hill Game Co, Battleline",2.0,8.0,180.0,180.0,180.0,12.0,2.63,447,210,Wargames,"Medieval, Political, Wargame","Area Movement, Dice Rolling, Movement Points, Ratio / Combat Results Table, Simulation, Turn Order: Progressive","Components: Map (Continental / National scale), Country: Japan, History: Kamakura Period to Muromachi Period, History: Sengoku Period",1979,6.4
Joan of Arc,Add a Brief Description,Pascal Bernard,"Thibaud Béghin, Greg Cervall, Frantz Rey","Clash of Arms Games, Tilsit, Truant Spiele",3.0,6.0,180.0,180.0,180.0,12.0,2.54,464,172,"Strategy,  Wargames","Card Game, Medieval, Political, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Take That, Team-Based Game","Cities: Orléans (France), Components: Map (Continental / National scale), Historical Figures: Joan of Arc, History: Hundred Years Wars",1998,6.3
The Garden Game,Add a Brief Description,Amy Mook,Erica Thurston,Ampersand Press,2.0,6.0,30.0,30.0,30.0,8.0,1.33,29,16,Uncategorized,Card Game,"Roll / Spin and Move, Set Collection",Theme: Gardening,1996,4.1
Conquest,Up to four players can face-off in this all-strategy game of conflict and conquest.,Donald Benge,Donald Benge,"(Self-Published), Bütehorn Spiele (Buchholz Verlag), Hexagames (I), Numbskull Games, Quest Games",2.0,4.0,120.0,120.0,120.0,10.0,2.48,381,196,Wargames,"Abstract Strategy, Ancient, Wargame","Action Points, Point to Point Movement","Category: Combinatorial, Digital Implementations: VASSAL, Game: Conquest (Donald Benge)",1974,6.4
Löwenherz,Knights increase your landholdings as you try to have the largest kingdom.,Klaus Teuber,Andreas Steiner,Goldsieber Spiele + 1 more,2.0,4.0,90.0,90.0,90.0,12.0,2.88,2600,834,Strategy,"Medieval, Political","Area Majority / Influence, Auction/Bidding, Enclosure, Modular Board, Negotiation, Square Grid","Admin: Better Description Needed!, Components: 10 x 15 Grids",1997,7.0
Bollox,Add a Brief Description,Rob Nelson (II),,"Cadaco, The London Game Company LTD",2.0,2.0,20.0,20.0,20.0,10.0,2.4,48,28,Abstract,Abstract Strategy,Pattern Building,"Category: n in a row, Components: Marbles, Misc: Mensa Select, Players: Two Player Only Games",1999,6.7
Successors (First/Second Edition),Add a Brief Description,"Richard H. Berg, Mark Simonitch","Kurt Miller, Patrick O'Brien, Mark Simonitch","The Avalon Hill Game Co, Wydawnictwo Gołębiewski",2.0,4.0,180.0,180.0,180.0,12.0,3.22,501,194,Wargames,"Ancient, Wargame","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Components: Map (Continental / National scale), Country: Greece, History: Wars of the Diadochi and Syrian Wars",1997,7.0
Big City,Collect deeds to erect buildings in the city.,Franz-Benno Delonge,Franz Vohwinkel,Goldsieber Spiele + 2 more,2.0,5.0,60.0,60.0,60.0,10.0,2.22,2400,882,"Family,  Strategy",City Building,"Hand Management, Modular Board, Tile Placement","Admin: Better Description Needed!, Components: Polyominoes, Theme: City",1999,6.9
