name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
,Find out how much you know about your friends in this truth-seducing party game.,,,Player Ten,3.0,99.0,30.0,60.0,45.0,10.0,1.0,107,31,Uncategorized,"Bluffing, Card Game, Deduction, Humor, Party Game",Voting,,,5.8
Carps & Angsty Manatee: Texas Edition (fan expansion for Cards Against Humanity),Add a Brief Description,,,(Self-Published),4.0,20.0,20.0,60.0,40.0,17.0,,7,0,Uncategorized,"Card Game, Expansion for Base-game, Fan Expansion, Humor, Mature / Adult, Party Game","Hand Management, Voting","Mechanism: Judging Games, Series: Cards Against Humanity-Like",2016,5.1
,Add a Brief Description,,,SCS Direct Inc,4.0,20.0,20.0,60.0,40.0,17.0,,4,1,Uncategorized,"Card Game, Humor, Mature / Adult, Party Game, Political","Hand Management, Voting","Historical Figures: Donald Trump, Mechanism: Judging Games, Series: Cards Against Humanity-Like",,5.3
"Humanity Hates Hillary, Too: Expansion Two",Add a Brief Description,,,SCS Direct Inc,4.0,20.0,20.0,60.0,40.0,17.0,,2,1,Uncategorized,"Card Game, Humor, Mature / Adult, Party Game, Political","Hand Management, Voting",Mechanism: Judging Games,2016,6.0
Humanity Hates the Holidays,Add a Brief Description,,,SCS Direct Inc,4.0,20.0,20.0,60.0,40.0,17.0,,1,0,Uncategorized,"Card Game, Humor, Mature / Adult, Party Game","Hand Management, Voting","Holidays: Christmas, Mechanism: Judging Games",2016,7.0
Saltlands: Oil can promo card,Add a Brief Description,"András Drozdy, Gombos Gergely, Gergely Kruppa",Bazsó Lossonczy,Antler Games,1.0,6.0,,,,,,4,0,Uncategorized,Expansion for Base-game,,,2017,7.5
España 20: La Guerra Peninsular,Four battles in Spain using the Napoleonic 20 system.,"R. Nicasio Garcia, Lance McMillan, Joseph Miranda, Hans von Stockhausen","Tim Allen, Matias Cazorla, Clark Miller, Richard Starke",Draco Ideas,1.0,2.0,60.0,60.0,60.0,13.0,2.29,110,30,Wargames,"Napoleonic, Wargame","Dice Rolling, Hexagon Grid, Movement Points","Cities: Bailén (Spain), Cities: Talavera (Spain), Country: France, Country: Spain, Country: United Kingdom, Crowdfunding: Verkami, + 4 more",2017,7.6
butt wasted,Add a Brief Description,,,"Ad Magic, Inc. ( AdMagic Games)",4.0,20.0,30.0,90.0,60.0,18.0,,1,1,Uncategorized,"Mature / Adult, + 2 more",Roll / Spin and Move,Category: Drinking Games,2017,10.0
Stadt Land Spielt Limitierte Sonderdrucke 2013,Add a Brief Description,,,"ABACUSSPIELE, AMIGO, Hans im Glück, Pegasus Spiele",,,,,,,,4,3,Uncategorized,Expansion for Base-game,,Series: Stadt Land Spielt! Sonderdrucke,2013,6.0
North Vs. South: A Civil War Card Game,Add a Brief Description,,,(Self-Published),2.0,6.0,20.0,45.0,32.5,10.0,,1,1,Uncategorized,"American Civil War, Card Game, Wargame","Campaign / Battle Card Driven, Simultaneous Action Selection",,2017,10.0
Unbroken,Survive the darkness of the underworld as a lone survivor of a monster attack.,Artem Safarov,"Jacob Atienza, Rachel Korsen, Alina Marchewka, Nikolai Ostertag, Nikki Storme","Altema Games, Golden Bell Games",1.0,1.0,15.0,30.0,22.5,13.0,1.78,2600,1100,Thematic,"Adventure, Fantasy, Horror, Print & Play","Dice Rolling, Move Through Deck, Push Your Luck, Solo / Solitaire Game","Contests: Solitaire Print & Play, Crowdfunding: Kickstarter, Players: Games with Solitaire Rules, Players: Solitaire Only Games",2018,6.2
"This Is Not a Test: Eat, Prey, Live",Add a Brief Description,Chris Layfield,,Worlds End Publishing,2.0,8.0,30.0,180.0,105.0,10.0,,1,2,Uncategorized,"Dice, Expansion for Base-game, Fighting, Horror, Miniatures, + 3 more","Action Points, Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation, + 2 more","Game: This Is Not a Test, Theme: Post-Apocalyptic",2016,7.0
Burning Mountains 1916,Add a Brief Description,Andrea Brusati,"Achille Beltrame, Ilya Kudriashov, Giulia Tinti","Acies Edizioni, Banana Games, Compass Games",2.0,2.0,180.0,240.0,210.0,12.0,2.2,64,40,Wargames,"Wargame, World War I","Dice Rolling, Hexagon Grid, Simulation","Country: Italy, Digital Implementations: VASSAL, Magazine: Paper Wars, Magazine: Parabellum, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…",2017,8.0
Light Hunters: Battalion of Darkness,Add a Brief Description,Sergio Matsumoto,"Manon ""Stripes"" Potier",DTDA Games,2.0,8.0,15.0,30.0,22.5,10.0,2.0,114,37,Uncategorized,"Card Game, Fantasy, Fighting, Mythology","Hand Management, Open Drafting, Player Elimination, Team-Based Game, Variable Player Powers","Crowdfunding: Kickstarter, Digital Implementations: Tabletopia, Game: Light Hunters, Theme: Art style – Art Deco",2017,6.5
Terrors of London,"In the shadows of London, terrors stir.",Brad Pye,Ryan Pye,Kolossal Games + 1 more,2.0,2.0,20.0,40.0,30.0,14.0,2.26,1000,233,Uncategorized,"Card Game, Fighting, Horror, Zombies","Deck, Bag, and Pool Building, Hand Management, Variable Player Powers","Cities: London (England, UK), Crowdfunding: Kickstarter, Players: Two Player Only Games",2019,7.1
Pippi,Add a Brief Description,,,Ravensburger,2.0,4.0,15.0,20.0,17.5,5.0,,2,0,Uncategorized,"Children's Game, Puzzle","Acting, Dice Rolling, Singing","Authors: Astrid Lindgren, Books: Pippi Longstocking",2014,3.5
Imperial Storm,Add a Brief Description,,,(Self-Published),2.0,9.0,20.0,50.0,35.0,8.0,2.0,38,14,Uncategorized,"Ancient, Dice, Party Game, Print & Play","Dice Rolling, Hand Management, Memory, Trading","Admin: Better Description Needed!, Country: China, Crowdfunding: Kickstarter",2017,8.4
Coin Store,Add a Brief Description,,,Knight Enterprises,2.0,4.0,,,,,,1,0,Uncategorized,Educational,Roll / Spin and Move,,1962,5.8
Armapalabras,Add a Brief Description,,,Bontus,1.0,8.0,15.0,30.0,22.5,6.0,,1,1,Uncategorized,Word Game,,,2013,3.0
,Add a Brief Description,,,Bontus,2.0,8.0,15.0,30.0,22.5,5.0,,2,0,Uncategorized,"Action / Dexterity, Party Game",,,,6.5
,Add a Brief Description,,,Bontus,,,,,,,,5,0,Uncategorized,Party Game,,,,6.0
Quartino,Add a Brief Description,Petr Doubek,Céline Bénédé,"(Self-Published), Djeco, Loris Games",2.0,6.0,15.0,20.0,17.5,8.0,2.0,26,10,Uncategorized,Abstract Strategy,"Pattern Building, Pattern Recognition",Components: 3-Dimensional (3D),2017,6.7
講談級 大坂の陣 (Kodan kyu Osaka no Jin),Add a Brief Description,Hideaki Kosio,,Game Journal,1.0,2.0,60.0,90.0,75.0,10.0,1.0,4,2,Uncategorized,"Medieval, Wargame","Chit-Pull System, Hexagon Grid",History: Sengoku Period,2016,7.3
Magische Geschichten Würfel Piraten,Storytelling game with a pirate theme.,Inca Starzinsky,Hannah Waldron,"Laurence King Publishing Ltd, moses. Verlag GmbH",1.0,8.0,1.0,10.0,5.5,6.0,1.0,1,2,Uncategorized,"Children's Game, Dice, Party Game, Pirates","Dice Rolling, Storytelling","Components: Dice with Icons, Mechanism: Story Creation, Mechanism: Storytelling dice game",2014,2.0
Tabula Rasa,Add a Brief Description,Chris Peach,"Elle Hansen, Dallas Mehlhoff",Kid Loves Tiger Games,2.0,4.0,45.0,90.0,67.5,9.0,,14,12,Uncategorized,"Adventure, Fantasy","Cooperative Game, Deck, Bag, and Pool Building, Simulation, Variable Player Powers",,2018,3.9
Dinotopia: First Flight Board Game,Add a Brief Description,,James Gurney,HarperCollins,1.0,4.0,,,,,1.0,1,0,Uncategorized,"Book, Card Game, Children's Game, Prehistoric",Roll / Spin and Move,Islands: Fictional,1999,5.0
Rum & Bones: Second Tide – Hammers of Ragnarok,Add a Brief Description,Michael Shinall,,CMON Global Limited,2.0,6.0,60.0,60.0,60.0,14.0,,59,14,Uncategorized,"Fantasy, Miniatures, Nautical, Pirates","Action Points, Action Queue, Dice Rolling, Grid Movement, Variable Phase Order, Variable Player Powers",Game: Rum & Bones,2017,7.9
Emperor's Choice,Scheme to become the most powerful minister by pleasing The First Emperor of China!,Hisashi Hayashi,Ryo Nyamo,OKAZU Brand,3.0,5.0,90.0,120.0,105.0,12.0,3.25,113,43,Uncategorized,Ancient,"Auction/Bidding, Set Collection",Country: China,2017,7.0
Sheep 'n' Sheep,Add a Brief Description,Hisashi Hayashi,Ryo Nyamo,OKAZU Brand,2.0,4.0,20.0,30.0,25.0,8.0,2.17,149,33,Uncategorized,"Animals, Card Game","End Game Bonuses, Hand Management, Open Drafting, Pattern Building, Set Collection, Tile Placement",Animals: Sheep,2017,6.8
Jane Austen's Matchmaker: Chapter Two,Add a Brief Description,Richard Wolfrik Galland,Emily Hare,Sabrewolf Games,2.0,4.0,30.0,120.0,75.0,12.0,2.0,45,18,Uncategorized,"Card Game, Novel-based","Dice Rolling, Hand Management, Take That","Authors: Jane Austen, Crowdfunding: Kickstarter",2017,6.3
The Colonists: The Imperial Post,Add a Brief Description,Tim Puls,Klemens Franz,"Alliance Game Distributors, Lookout Games, Mayfair Games",1.0,1.0,180.0,180.0,180.0,12.0,4.0,19,20,Uncategorized,"Civilization, Expansion for Base-game","Area Movement, Hand Management, Modular Board, Open Drafting, Tile Placement, + 2 more",Players: Games with Solitaire Rules,2017,8.1
Penguin Trap,"Take turns to hack off ice pieces, but don't let the penguin fall through.",,,"(Unknown), Ambassador Games (Merchant Ambassador), Cardinal, Korea Boardgames Co., Ltd. + 5 more",2.0,4.0,5.0,10.0,7.5,3.0,1.0,444,81,Children's,"Action / Dexterity, Children's Game","Physical Removal, Player Elimination, Push Your Luck",,2017,6.0
Tiny Epic Quest: Quest for the Golden Mushrooms,Add a Brief Description,Scott Almes,"Miguel Coimbra, Adam P. McIver",Gamelyn Games,1.0,4.0,30.0,60.0,45.0,14.0,3.0,357,193,Uncategorized,"Adventure, Dice, Fantasy, Video Game Theme","Dice Rolling, Grid Movement, Modular Board, Push Your Luck","Crowdfunding: Kickstarter, Series: Tiny Epic (Gamelyn Games), Theme: Mushrooms",2017,7.0
Tat's All Folks!,Add a Brief Description,Adam X Vass,Adam X Vass,World Champ Game Co,2.0,2.0,5.0,15.0,10.0,12.0,1.33,8,8,Uncategorized,"Card Game, Print & Play","Modular Board, Worker Placement",Players: Two Player Only Games,2017,6.6
Geek Me Quiz Contre-Attaque,Add a Brief Description,Sébastien Moricard,Kadaric,"Bragelonne Games, GeekMeMore.com, Sijthoff Pers",2.0,12.0,30.0,30.0,30.0,14.0,2.0,18,4,Uncategorized,"Card Game, Trivia","Open Drafting, Paper-and-Pencil, Rock-Paper-Scissors, Voting",,2017,6.1
Burst Out Laughing Gas,Add a Brief Description,"Claudia Cleveland, Joyce Johnson",,MindWare,4.0,10.0,10.0,20.0,15.0,10.0,,2,1,Uncategorized,"Humor, Party Game, Word Game",Pattern Recognition,,2016,3.5
Rhino The Game,Add a Brief Description,,Marissa Quinn,Eagles Crag LLC,3.0,6.0,45.0,90.0,67.5,12.0,,4,3,Uncategorized,Card Game,Trick-taking,,2017,9.3
Tiny Polka Dot,Learn to love math just got way more fun!,"Katherine Cook (I), Dan Finkel",,Math for Love,1.0,6.0,5.0,20.0,12.5,3.0,1.0,31,15,Uncategorized,"Children's Game, Game System, Math, Print & Play","Pattern Building, Pattern Recognition","Crowdfunding: Kickstarter, Misc: LongPack Games",2016,6.6
The Smash Hits Game,Add a Brief Description,,,Spear's Games,2.0,4.0,,,,10.0,,2,1,Uncategorized,"Abstract Strategy, Humor, Movies / TV / Radio theme, Music, Negotiation, + 2 more","Betting and Bluffing, Push Your Luck, Roll / Spin and Move, Singing",,1990,6.0
Tic Tac Whoa!,Add a Brief Description,Lucy Krause,,Zobmondo!! Entertainment LLC,2.0,4.0,5.0,15.0,10.0,7.0,,3,1,Uncategorized,"Abstract Strategy, Game System",Pattern Building,Category: n in a row,2015,5.2
Rum & Bones: Second Tide – Mercenaries Hero's Chest,Add a Brief Description,Michael Shinall,,CMON Global Limited,2.0,6.0,60.0,60.0,60.0,14.0,,37,10,Uncategorized,"Fantasy, Miniatures, Nautical, Pirates","Action Points, Action Queue, Dice Rolling, Grid Movement, Variable Phase Order, Variable Player Powers",Game: Rum & Bones,2017,7.8
,Add a Brief Description,Sam Coates,,Potluck Games,2.0,5.0,20.0,20.0,20.0,8.0,,8,3,Uncategorized,"Expansion for Base-game, + 2 more","Deck, Bag, and Pool Building, Dice Rolling","Admin: Upcoming Releases, Crowdfunding: Kickstarter",,2.8
The Cauldron: Experimental (fan expansion for Sentinels of the Multiverse),Add a Brief Description,"Matthew Bishop, D. Miller",Matthew Bishop,(Web published),3.0,5.0,30.0,60.0,45.0,13.0,3.0,54,8,Uncategorized,"Card Game, Comic Book / Strip, Expansion for Base-game, Fan Expansion, Fighting","Cooperative Game, Hand Management, Variable Player Powers","Game: Sentinel, Players: Games with Solitaire Rules, Theme: Superheroes",2016,8.7
The Cauldron: Stormfall (fan expansion for Sentinels of the Multiverse),Add a Brief Description,"Geoffrey Benedict, Matthew Bishop, D. Miller",Matthew Bishop,(Web published),3.0,5.0,30.0,60.0,45.0,13.0,,44,6,Uncategorized,"Card Game, Comic Book / Strip, Expansion for Base-game, Fan Expansion, Fighting","Cooperative Game, Hand Management, Variable Player Powers","Game: Sentinel, Players: Games with Solitaire Rules, Theme: Superheroes",2016,8.7
The Cauldron: Promo Pack #1 (fan expansion for Sentinels of the Multiverse),Add a Brief Description,"Matthew Bishop, D. Miller",Matthew Bishop,(Web published),3.0,5.0,30.0,60.0,45.0,13.0,,31,5,Uncategorized,"Card Game, Comic Book / Strip, Expansion for Base-game, Fan Expansion, Fighting","Cooperative Game, Hand Management, Variable Player Powers","Game: Sentinel, Players: Games with Solitaire Rules, Theme: Superheroes",2016,8.5
Ursa Miner,Add a Brief Description,"Michael Batista, Eli Kosminsky","Anthony Amato, Michelle Ran",Room and Board Games,2.0,4.0,30.0,40.0,35.0,8.0,1.6,110,44,Uncategorized,Animals,"Grid Movement, Modular Board","Animals: Bears, Misc: LongPack Games",2017,7.4
Ultimate Werewolf: Hunting Party,Pesky werewolves getting you down? Hire some hunters to help.,Ted Alspach,Simon Aan,Bézier Games,5.0,75.0,45.0,90.0,67.5,8.0,1.5,31,13,Uncategorized,"Bluffing, Card Game, Deduction, Expansion for Base-game, Horror","Role Playing, Storytelling, Team-Based Game, Variable Player Powers, Voting",Game: Werewolf / Mafia,2017,7.5
Alien vs Predator: The Hunt Begins (Second Edition),Add a Brief Description,"Jarek Ewertowski, Grzegorz Oleksy","Michał Pawlaczyk, Mariusz Siergiejew, Darek Zabrocki","Prodos Games, Ltd",1.0,3.0,60.0,120.0,90.0,12.0,3.56,263,63,"Thematic,  Wargames","Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Action Points, Area Movement, Dice Rolling, Hand Management, Modular Board, + 4 more","Creatures: Aliens / Extraterrestrials, Crowdfunding: Kickstarter, Movies: Predator, Players: Games with Solitaire Rules",2017,7.5
The Cauldron: Promo Pack #2 (fan expansion for Sentinels of the Multiverse),Add a Brief Description,"Matthew Bishop, D. Miller",Matthew Bishop,(Web published),3.0,5.0,30.0,60.0,45.0,13.0,,31,5,Uncategorized,"Card Game, Comic Book / Strip, Expansion for Base-game, Fan Expansion, Fighting","Cooperative Game, Hand Management, Variable Player Powers","Game: Sentinel, Players: Games with Solitaire Rules, Theme: Superheroes",2016,8.5
Geisteruhr,The ghosts try to get and to stay on the old clock ... but the hand went crazy!,"Christoph Cantzler, Anja Wrede",Fabia Zobel,Noris Spiele,2.0,4.0,5.0,15.0,10.0,5.0,1.0,39,7,Uncategorized,"Children's Game, Electronic",,,2017,5.7
Exposed: The Anti-Bullying Game,Add a Brief Description,Keenan West,Andrew Melchers,"V & L Exposed, LLC",2.0,5.0,10.0,20.0,15.0,8.0,,1,0,Uncategorized,"Card Game, Trivia",Set Collection,,2016,2.0
Journey of Existence,Add a Brief Description,"Justin Brown, Carmen Cartisano, Gregory Hingle, Jordan + 4 more",Cyril Rolando (Aqua-Sixio),Popcorn Sunshine Games,3.0,5.0,30.0,60.0,45.0,12.0,,1,1,Uncategorized,"Abstract Strategy, Card Game","Action Points, Hand Management, Set Collection",,2017,6.0
Grimoire Quest,Add a Brief Description,,,"(Self-Published), Tom Savage Studios",2.0,6.0,30.0,60.0,45.0,12.0,,18,16,Uncategorized,"Card Game, Fantasy, Horror, Mythology",,"Admin: Upcoming Releases, Crowdfunding: Kickstarter",2017,5.5
Llamas with Hats: Hungry for Hands Card Game,Add a Brief Description,,,FilmCow,2.0,6.0,,,,,,3,5,Uncategorized,"Animals, Card Game",Tile Placement,Animals: Llamas,2017,5.7
Mob Boss: Who's the Boss,Add a Brief Description,Grace Ogwo,,(Web published),2.0,4.0,30.0,60.0,45.0,10.0,,2,1,Uncategorized,"Card Game, Mafia, Print & Play","Hand Management, Player Elimination, Take That",,2017,8.5
Jok-R-Ummy Jr,Add a Brief Description,,,"Éditions Gladius International, Inc., Jennick Games, Inc.",2.0,6.0,20.0,20.0,20.0,7.0,,6,1,Uncategorized,"Card Game, Children's Game","Pattern Building, Set Collection","Traditional Card Games: Rummy, Versions & Editions: Junior Versions of Grown-Up…",2011,5.7
Scrappers: Post-Apocalyptic Skirmish Wargames,Add a Brief Description,"Andrew N. Davies, Robert A. Faust",,Osprey Games,2.0,6.0,60.0,120.0,90.0,12.0,3.33,17,11,Uncategorized,"Miniatures, Science Fiction, Wargame","Dice Rolling, Variable Player Powers",Theme: Post-Apocalyptic,2017,6.5
Chroma Quarrel,Add a Brief Description,Jason Khoury,Jason Khoury,(Web published),3.0,4.0,15.0,20.0,17.5,6.0,,1,1,Uncategorized,"Card Game, Fighting, Number, Print & Play","Hand Management, Player Elimination",,2017,10.0
Gravity's Edge,Add a Brief Description,,,MindWare,2.0,5.0,5.0,15.0,10.0,6.0,,9,2,Uncategorized,Action / Dexterity,,,2016,6.7
The Greater Debate,Add a Brief Description,David Ferguson (II),LiquidFly Designs,Castle Productions,3.0,15.0,15.0,45.0,30.0,10.0,,1,1,Uncategorized,"Educational, Humor, Party Game",Voting,,2017,7.0
Pointed Words,Add a Brief Description,Gene Mackles,,(Self-Published),2.0,6.0,15.0,30.0,22.5,8.0,,1,1,Uncategorized,"Card Game, Word Game",Pattern Recognition,,2017,7.0
Deus Vult: Burn & Loot,Add a Brief Description,,,Fireforge Games,2.0,6.0,60.0,240.0,150.0,12.0,,4,1,Uncategorized,"Medieval, Miniatures, Wargame","Dice Rolling, Variable Player Powers",,2016,6.8
Release Animal,Add a Brief Description,Tim Wang,Tim Wang,(Web published),2.0,4.0,10.0,20.0,15.0,8.0,,1,0,Uncategorized,"Animals, Card Game, Fighting, Print & Play","Hand Management, Player Elimination, Set Collection, Simultaneous Action Selection",,2017,10.0
Burn & Loot: Wrath of the Northmen,Add a Brief Description,,,Fireforge Games,2.0,6.0,60.0,240.0,150.0,12.0,,2,0,Uncategorized,"Book, Expansion for Base-game, Medieval, Miniatures, Wargame","Dice Rolling, Simulation, Variable Player Powers","History: Francia, History: Viking Expansion, Theme: Vikings",2017,6.0
Sheriff of Nottingham: Merry Men,Add a Brief Description,Sérgio Halaban,"Lorraine Schleter, David Sladek",Arcane Wonders + 6 more,3.0,6.0,60.0,60.0,60.0,13.0,1.96,1800,454,Party,"Bluffing, Card Game, Expansion for Base-game, Humor, Medieval, + 2 more","Contracts, Hand Management, Open Drafting, Role Playing, Set Collection","Cities: Nottingham (England, UK), Country: England, Game: Sheriff of Nottingham, Players: Expansions Changing Player Count",2017,7.6
Green,Add a Brief Description,Néstor Romeral Andrés,Néstor Romeral Andrés,nestorgames,3.0,3.0,15.0,30.0,22.5,10.0,,15,7,Uncategorized,Abstract Strategy,Rock-Paper-Scissors,"Category: Combinatorial, Digital Implementations: Ai Ai, Game: Green, Greener, Greenest, Players: Three Players Only Games",2017,7.0
Greener,Add a Brief Description,Néstor Romeral Andrés,"Jonathan Panada, Néstor Romeral Andrés","nestorgames, XVgames",2.0,2.0,15.0,30.0,22.5,10.0,2.0,66,17,Abstract,Abstract Strategy,"Grid Movement, Static Capture","Category: Combinatorial, Containers: Drawstring Bag, Digital Implementations: Ai Ai, Game: Green, Greener, Greenest, Players: Two Player Only Games, Series: Bagstracts (XVgames)",2017,6.9
Pawn Command,Add a Brief Description,Predrag Stevanovic,,(Web published),2.0,2.0,,,,8.0,2.0,2,2,Uncategorized,Abstract Strategy,,"Players: Two Player Only Games, Traditional Games: Chess",2017,5.5
Sailor Moon Crystal: Dice Challenge,Add a Brief Description,"James Ernest, Mark C. MacKinnon",,Dyskami Publishing Company + 1 more,2.0,8.0,5.0,60.0,32.5,10.0,1.5,90,31,Uncategorized,"Comic Book / Strip, Dice, Fighting","Dice Rolling, Push Your Luck, Variable Player Powers","Components: Polyhedral (not D6) dice, Theme: Anime / Manga",2018,6.3
Alicematic Heroes,Add a Brief Description,Kuro,Fuji,Manifest Destiny + 4 more,3.0,5.0,60.0,80.0,70.0,12.0,2.67,259,90,Strategy,Fantasy,"Area Majority / Influence, Hand Management","Books: Alice in Wonderland, Mechanism: Tableau Building, Theme: Anime / Manga",2017,6.9
"Bloody Dawns: The Iran-Iraq War, 1980-1988",Add a Brief Description,Pierre Razoux,Bruce Yearian,High Flying Dice Games,2.0,2.0,90.0,300.0,195.0,12.0,3.0,37,22,Wargames,"Modern Warfare, Wargame","Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation","History: Iran-Iraq War, + 4 more",2017,7.7
Wolfe & Co,Arrange the fairy tale characters next to their friends and away from their enemies.,John Kean,Kyla Forbes-Kean,(Web published),2.0,2.0,10.0,20.0,15.0,8.0,2.0,16,12,Uncategorized,"Card Game, Children's Game, Math, Print & Play","Set Collection, Tile Placement","Contests: Two-Player Print & Play Design, Players: Two Player Only Games",2017,7.3
,Add a Brief Description,Joel Harper,,(Self-Published),3.0,6.0,15.0,90.0,52.5,,,2,0,Uncategorized,"Dice, Fantasy, Fighting, Medieval","Dice Rolling, Modular Board, Player Elimination, Push Your Luck, Take That, Variable Player Powers",,,5.8
Blood Bowl (2016 Edition): Grim Ironjaw – Star Player,Add a Brief Description,,,Forge World,2.0,2.0,60.0,180.0,120.0,12.0,,9,4,Uncategorized,Expansion for Base-game,"Dice Rolling, Grid Movement, Variable Player Powers","Game: Blood Bowl, Players: Two Player Only Games, Series: Specialist Games (Games Workshop), Setting: Warhammer Fantasy Board Games",2017,7.4
Turbo Drift: Ramped Up,Add a Brief Description,Rob Cramer,Mark Boardman,Button Shy,2.0,5.0,30.0,30.0,30.0,8.0,,36,25,Uncategorized,"Card Game, Expansion for Base-game, Print & Play, Racing","Action Queue, Open Drafting","Players: Expansions Changing Player Count, Series: Wallet Games (Button Shy)",2017,6.5
Find Your Seats: Bonus Appétit,"Six new characters, each very different than any we've seen.",Mitchell Shipman,Alexandr Nikiforov,Button Shy,3.0,6.0,10.0,20.0,15.0,8.0,,16,13,Uncategorized,"Card Game, Print & Play","Open Drafting, Set Collection","Players: Expansions Changing Player Count, Series: Wallet Games (Button Shy)",2017,7.1
Cutthroat Caverns: Death Incarnate,"Adds 15 new encounters to the game, including the Four Horsemen of the Apocalypse!","Curt Covert, Jonathan Lavallee",,Smirk & Dagger Games,3.0,6.0,60.0,90.0,75.0,14.0,,53,25,Uncategorized,"Adventure, Card Game, Expansion for Base-game, Fantasy, Fighting","Player Elimination, Simultaneous Action Selection, Take That",Game: Cutthroat Caverns,2017,8.1
Tower of Madness,"Don't lose your marbles, but if you do, be sure to get the right ones!",Curt Covert,"EJ Dela Cruz, Jen Santos, Brian Valeza",Smirk & Dagger Games,3.0,5.0,30.0,45.0,37.5,14.0,1.75,479,127,Uncategorized,"Action / Dexterity, Dice, Horror","Dice Rolling, Push Your Luck, Take That, Variable Player Powers","Components: Marbles, Theme: Cthulhu Mythos",2018,6.4
Frantic Troublemaker Add-On,Add a Brief Description,"Fabian Engeler, Pascal Frick, Pierre Lippuner, Stefan Weisskopf",Pierre Lippuner,Rulefactory + 1 more,2.0,8.0,5.0,45.0,25.0,12.0,1.0,67,8,Uncategorized,"Card Game, Expansion for Base-game, Humor, Party Game","Open Drafting, Take That",,2017,7.6
"Breaking Teeth: The Battle of Teruel, December, 1937",Add a Brief Description,Paul Rohrbaugh,Ilya Kudriashov,High Flying Dice Games,1.0,2.0,60.0,120.0,90.0,12.0,1.67,6,8,Wargames,Wargame,"Hexagon Grid, Open Drafting","Cities: Teruel (Spain), Country: Spain, History: Spanish Civil War",2017,7.7
Forged Realms,Add a Brief Description,Calvin Nelson,,Lone Knight Games,2.0,2.0,10.0,15.0,12.5,12.0,,12,10,Uncategorized,"Card Game, Fantasy","Campaign / Battle Card Driven, Deck, Bag, and Pool Building, Open Drafting, Simultaneous Action Selection","Card Games: Draw and Discard, Card Games: Outplay, Crowdfunding: Kickstarter, Players: Two Player Only Games, Traditional Card Games: War",2017,6.8
